Bus_name,Bus_type,Start_time,End_time,Total_duration,Prices,Seats_Available,Ratings,Route_name,Route_link
Kundana Travels,Non A/C Seater / Sleeper (2+1),22:45,05:55,07h 10m,INR 390,13 Seats available,"3.8
128",Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad
Kundana Travels,NON A/C Seater (2+2),22:45,05:55,07h 10m,INR 990,32 Seats available,"4.5
7",Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad
Pragathi Travels,NON A/C Push Back (2+2),23:00,05:00,06h 00m,INR 460,23 Seats available,"3.8
58",Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad
VSN Travels,NON A/C Seater PushBack (2+2),23:00,05:30,06h 30m,INR 399,21 Seats available,"3.9
93",Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad
APSRTC - 23879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,18:50,06h 50m,INR 537,17 Seats available,"1.9
11",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4796,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,06:40,11h 10m,INR 668,34 Seats available,"3.2
6",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4798,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,06:10,10h 25m,INR 631,29 Seats available,"3.9
12",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4802,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:50,08h 35m,INR 623,21 Seats available,"4.8
14",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4800,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:30,09h 00m,INR 618,34 Seats available,"3.0
6",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:45,09h 45m,INR 623,37 Seats available,"2.6
7",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4792,INDRA(A.C. Seater),21:00,05:10,08h 10m,INR 698,29 Seats available,"3.5
94",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4820,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:40,08h 40m,INR 569,33 Seats available,"4.6
46",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4822,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05:15,08h 00m,INR 569,15 Seats available,"3.9
40",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05:20,08h 05m,INR 569,22 Seats available,"4.2
7",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 23533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:35,08h 15m,INR 569,23 Seats available,"3.5
39",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 2552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,04:40,06h 50m,INR 569,28 Seats available,"3.1
29",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:55,07h 55m,INR 569,16 Seats available,"4.5
45",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05:20,07h 20m,INR 874,45 Seats available,"4.0
98",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 4995,INDRA(A.C. Seater),22:15,05:40,07h 25m,INR 688,38 Seats available,"4.1
76",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
LVP Travels,A/C Seater / Sleeper (2+1),21:20,05:30,08h 10m,INR 650,11 Seats available,"4.4
217",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:30,05:45,08h 15m,INR 590,26 Seats available,"4.4
138",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
NueGo,Electric A/C Seater (2+2),22:05,06:27,08h 22m,748,9 Seats available,"4.1
414",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
Go Tour Travels and Holidays,A/C Sleeper (2+1),23:25,06:58,07h 33m,1321,20 Seats available,"4.3
98",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
Nani Svkdt Travels,A/C Sleeper (2+1),21:45,05:26,07h 41m,INR 1030,16 Seats available,"4.1
178",Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
APSRTC - 2206,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,17:45,06h 15m,INR 355,34 Seats available,"4.7
10",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,18:15,06h 15m,INR 355,31 Seats available,3.8,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 23548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,18:45,06h 15m,INR 355,34 Seats available,"4.3
7",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 3327,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,19:20,06h 00m,INR 355,34 Seats available,"3.6
4",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 24268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,19:45,06h 15m,INR 355,34 Seats available,3.8,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 3329,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:00,06h 00m,INR 355,34 Seats available,"1.8
10",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 24278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,20:30,06h 00m,INR 355,34 Seats available,"3.0
12",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2529,INDRA(A.C. Seater),14:45,20:30,05h 45m,INR 430,38 Seats available,"3.7
44",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2541,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:45,06h 15m,INR 355,34 Seats available,"3.9
4",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 23532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:15,06h 15m,INR 355,26 Seats available,"1.6
4",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:45,06h 15m,INR 355,34 Seats available,3.8,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,23:15,06h 15m,INR 355,34 Seats available,"3.7
4",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2215,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:45,06h 15m,INR 355,34 Seats available,"4.5
7",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2834,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,00:15,06h 00m,INR 355,34 Seats available,"3.3
7",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 2579,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,01:55,06h 15m,INR 355,34 Seats available,"2.3
6",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
Morning Star Travels,A/C Sleeper (2+1),21:10,04:55,07h 45m,INR 790,8 Seats available,"3.5
17",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
Navayuga Travels,A/C Sleeper (2+1),22:00,03:05,05h 05m,INR 799,19 Seats available,3.5,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,03:30,04h 50m,INR 545,29 Seats available,3.4,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,03:00,05h 00m,INR 549,24 Seats available,"2.2
4",Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
Vsaikrishna Travels,A/C Seater / Sleeper (2+1),22:40,03:30,04h 50m,INR 500,34 Seats available,2.9,Visakhapatnam to Amalapuram,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram
APSRTC - 6828,Express(Non AC Seater),12:00,17:15,05h 15m,INR 223,37 Seats available,"3.5
37",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52550,Express(Non AC Seater),12:00,16:00,04h 00m,INR 188,43 Seats available,3.5,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52501,Express(Non AC Seater),13:15,17:30,04h 15m,INR 188,45 Seats available,"4.0
28",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52507,Express(Non AC Seater),13:30,18:10,04h 40m,INR 190,39 Seats available,"3.7
40",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52503,Express(Non AC Seater),15:00,19:00,04h 00m,INR 188,45 Seats available,"3.0
43",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52555,Express(Non AC Seater),15:00,19:20,04h 20m,INR 223,25 Seats available,"3.3
65",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52548,Express(Non AC Seater),15:45,19:00,03h 15m,INR 205,43 Seats available,"2.7
6",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 56082,INDRA(A.C. Seater),16:45,20:10,03h 25m,INR 367,11 Seats available,"3.1
33",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52516,Express(Non AC Seater),17:00,20:50,03h 50m,INR 190,38 Seats available,"2.6
51",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 6824,Express(Non AC Seater),17:15,20:45,03h 30m,INR 188,43 Seats available,"2.0
5",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52511,Express(Non AC Seater),18:00,21:30,03h 30m,INR 205,45 Seats available,3.5,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52545,Express(Non AC Seater),20:30,00:30,04h 00m,INR 188,44 Seats available,3.5,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 6846,Express(Non AC Seater),21:45,01:30,03h 45m,INR 188,45 Seats available,3.5,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 52509,Express(Non AC Seater),23:00,03:00,04h 00m,INR 205,38 Seats available,"2.2
4",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 6149,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,04:15,04h 55m,INR 301,22 Seats available,"4.8
28",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,INR 500,32 Seats available,"3.6
8",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,INR 500,32 Seats available,"3.8
5",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 500,23 Seats available,"4.6
7",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 449,23 Seats available,"3.6
12",Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
Vasavi travels,NON A/C Seater/ Sleeper (2+1),23:59,05:40,05h 41m,INR 499,27 Seats available,3.7,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
APSRTC - 6361,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,20:45,08h 45m,INR 555,32 Seats available,"3.4
7",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 6373,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,23:45,09h 00m,INR 555,33 Seats available,"3.7
15",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 3459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,01:10,09h 10m,INR 555,33 Seats available,"3.7
4",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 2718,INDRA(A.C. Seater),17:00,01:45,08h 45m,INR 671,31 Seats available,"3.6
12",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 6334,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,02:15,08h 45m,INR 555,34 Seats available,"3.1
16",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 2692,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,03:00,09h 00m,INR 555,33 Seats available,3.6,Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 9568,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:30,09h 00m,INR 555,34 Seats available,3.6,Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 2854,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:00,09h 00m,INR 555,33 Seats available,3.6,Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 3927,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,03:30,08h 15m,INR 579,33 Seats available,"3.8
7",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 4980,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,04:45,09h 30m,INR 555,33 Seats available,3.6,Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 3958,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05:15,09h 15m,INR 555,33 Seats available,"4.1
8",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 6377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:00,08h 45m,INR 555,24 Seats available,"3.6
40",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 3964,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,06:00,09h 15m,INR 555,31 Seats available,"3.2
14",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 6503,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:15,08h 15m,INR 555,26 Seats available,"3.3
21",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 6269,INDRA(A.C. Seater),21:15,04:45,07h 30m,INR 671,30 Seats available,"4.1
106",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
Svkdt travels,A/C Sleeper (2+1),22:30,06:45,08h 15m,INR 880,19 Seats available,"4.6
428",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
Sri Balaji Transports,A/C Sleeper (2+1),23:00,06:10,07h 10m,INR 1000,15 Seats available,"4.0
82",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
SOLLIGI TRAVELS,A/C Sleeper (2+1),22:45,06:20,07h 35m,INR 900,22 Seats available,"4.1
52",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
Orange Tours And Travels,A/C Sleeper (2+1),23:05,06:45,07h 40m,INR 1100,28 Seats available,"3.0
135",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
SUDHAKAR TRAVELS,A/C Sleeper (2+1),23:30,06:45,07h 15m,INR 899,18 Seats available,"4.1
27",Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada
APSRTC - 9562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,22:45,10h 15m,INR 555,33 Seats available,3.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 3957,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:55,00:25,10h 30m,INR 555,33 Seats available,"3.3
4",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 6903,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,22:45,08h 45m,INR 555,33 Seats available,"2.7
16",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 6905,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,23:45,08h 15m,INR 555,33 Seats available,"1.5
10",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 2853,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:10,09h 10m,INR 555,9 Seats available,3.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 6946,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,02:15,08h 45m,INR 555,22 Seats available,"2.1
8",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 51625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,03:00,09h 00m,INR 555,33 Seats available,"1.8
6",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 4979,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,03:30,09h 20m,INR 555,33 Seats available,3.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 3926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,03:30,09h 20m,INR 555,33 Seats available,"3.4
4",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 6505,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:45,09h 15m,INR 555,33 Seats available,"3.2
10",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 3963,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,04:55,10h 15m,INR 555,33 Seats available,"3.4
6",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 2691,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,04:00,09h 15m,INR 555,33 Seats available,"1.3
5",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 3814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:45,09h 30m,INR 555,33 Seats available,"2.3
6",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 6362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,05:00,08h 40m,INR 555,33 Seats available,"3.8
21",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 51068,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05:15,08h 30m,INR 554,26 Seats available,"4.5
27",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
Svkdt travels,A/C Sleeper (2+1),21:30,04:45,07h 15m,INR 890,13 Seats available,"4.6
360",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
SOLLIGI TRAVELS,A/C Sleeper (2+1),20:45,05:00,08h 15m,INR 900,25 Seats available,"4.2
47",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
Orange Tours And Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,INR 1000,32 Seats available,"3.1
113",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
Sri Balaji Transports,A/C Sleeper (2+1),20:40,04:30,07h 50m,INR 950,14 Seats available,"3.7
37",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
SUDHAKAR TRAVELS,A/C Sleeper (2+1),20:15,04:00,07h 45m,INR 899,9 Seats available,"3.9
22",Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
APSRTC - 24419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,17:30,06h 00m,INR 373,33 Seats available,"4.6
4",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2691,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,18:45,06h 45m,INR 373,33 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 3294,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,18:20,05h 50m,INR 373,30 Seats available,"3.6
4",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:45,06h 45m,INR 373,32 Seats available,"2.1
4",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2631,INDRA(A.C. Seater),13:30,19:10,05h 40m,INR 451,27 Seats available,"3.2
24",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:00,19:30,05h 30m,INR 568,45 Seats available,"3.3
31",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2591,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:00,19:50,05h 50m,INR 357,36 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2589,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,20:30,06h 00m,INR 373,21 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 35128,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,20:50,05h 50m,INR 373,33 Seats available,"3.5
6",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 24427,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:20,05h 50m,INR 373,33 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 3835,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,22:45,07h 00m,INR 419,37 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2713,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:30,06h 30m,INR 373,33 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 98181,INDRA(A.C. Seater),16:30,22:45,06h 15m,INR 451,24 Seats available,3.8,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2717,INDRA(A.C. Seater),17:00,23:30,06h 30m,INR 451,37 Seats available,"2.9
7",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
APSRTC - 2887,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,23:55,06h 40m,INR 370,33 Seats available,"2.5
4",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
TSRTC - 2335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:30,05h 30m,INR 373,29 Seats available,"2.7
4",Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),19:25,00:45,05h 20m,INR 829,12 Seats available,4.0,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada
